State,Year,Month,Date,Revenue,Handle,Hold,Taxes
Tennessee,2023,11,2023-11-01,51714138.0,517141377.0,0.1,9513707.0
Tennessee,2023,12,2023-12-01,49506778.0,495067783.0,0.1,9104148.0
Tennessee,2024,1,2024-01-01,46581058.0,465810583.0,0.1,8596621.0
Tennessee,2024,2,2024-02-01,38039040.0,380390401.0,0.1,6980317.0
Tennessee,2024,3,2024-03-01,47359540.0,473595403.0,0.1,8710419.0
Tennessee,2024,4,2024-04-01,38090409.0,380904093.0,0.1,7029494.0
Tennessee,2024,5,2024-05-01,37922025.0,379220245.0,0.1,6998418.0
Tennessee,2024,6,2024-06-01,34219841.0,342198408.0,0.1,6315166.0
Tennessee,2024,7,2024-07-01,27153821.0,271538207.0,0.1,5011204.0
Tennessee,2024,8,2024-08-01,34202137.0,342021374.0,0.1,6311946.0
Tennessee,2024,9,2024-09-01,52083456.0,520834560.0,0.1,9612392.0
Tennessee,2024,10,2024-10-01,54776402.0,547764023.0,0.1,10109043.0
Vermont,2024,1,2024-01-01,4211298.0,19913914.0,0.211,2293406.0
Vermont,2024,2,2024-02-01,2547167.0,21249830.0,0.12,1463748.0
Vermont,2024,3,2024-03-01,1534333.0,20196054.0,0.076,882060.0
Vermont,2024,4,2024-04-01,1807282.0,17083302.0,0.106,1064914.0
Vermont,2024,5,2024-05-01,1275226.0,12607502.0,0.101,764860.0
Vermont,2024,6,2024-06-01,1030762.0,10049903.0,0.103,589694.0
Vermont,2024,7,2024-07-01,1231459.0,9466746.0,0.13,733328.0
Vermont,2024,8,2024-08-01,951673.0,11312537.0,0.084,546252.0
Vermont,2024,9,2024-09-01,1834702.0,13599562.0,0.135,1071407.0
Vermont,2024,10,2024-10-01,1058546.0,15758668.0,0.067,617116.0
Virginia,2021,1,2021-01-01,3586077.0,58896564.0,0.061,39710.0
Virginia,2021,2,2021-02-01,12238780.0,265778306.0,0.046,300594.0
Virginia,2021,3,2021-03-01,26573877.0,304066245.0,0.087,1183488.0
Virginia,2021,4,2021-04-01,19442317.0,236432524.0,0.082,1652147.0
Virginia,2021,5,2021-05-01,23173549.0,226963573.0,0.102,2381116.0
Virginia,2021,6,2021-06-01,22006296.0,234943435.0,0.094,2273995.0
Virginia,2021,7,2021-07-01,19965556.0,161901955.0,0.123,1864433.0
Virginia,2021,8,2021-08-01,17967427.0,182418252.0,0.098,1378540.0
Virginia,2021,9,2021-09-01,30929243.0,293851531.0,0.105,1557499.0
Virginia,2021,10,2021-10-01,30160385.0,427320306.0,0.071,1746204.0
Virginia,2021,11,2021-11-01,48337037.0,402621132.0,0.12,4233167.0
Virginia,2021,12,2021-12-01,31515015.0,426596891.0,0.074,1729130.0
Virginia,2022,1,2022-01-01,39050067.0,485544417.0,0.08,2876609.0
Virginia,2022,2,2022-02-01,27498133.0,401889135.0,0.068,1406280.0
Virginia,2022,3,2022-03-01,33700016.0,469484017.0,0.072,2116289.0
Virginia,2022,4,2022-04-01,36275264.0,399478366.0,0.091,3040327.0
Virginia,2022,5,2022-05-01,42537524.0,351452931.0,0.121,3896270.0
Virginia,2022,6,2022-06-01,25965182.0,295235271.0,0.088,1871961.0
Virginia,2022,7,2022-07-01,26024408.0,266001583.0,0.098,3725308.0
Virginia,2022,8,2022-08-01,36978897.0,284671331.0,0.13,5185810.0
Virginia,2022,9,2022-09-01,53821382.0,411273323.0,0.131,8285587.0
Virginia,2022,10,2022-10-01,51164199.0,528029938.0,0.097,8276718.0
Virginia,2022,11,2022-11-01,57531255.0,518818987.0,0.111,9079686.0
Virginia,2022,12,2022-12-01,50687278.0,503075150.0,0.101,8284517.0
Virginia,2023,1,2023-01-01,49721328.0,513154592.0,0.097,6368899.0
Virginia,2023,2,2023-02-01,39766908.0,433807108.0,0.092,4682125.0
Virginia,2023,3,2023-03-01,55258910.0,511614541.0,0.108,7413213.0
Virginia,2023,4,2023-04-01,45121878.0,425982859.0,0.106,5799965.0
Virginia,2023,5,2023-05-01,48144551.0,403719160.0,0.119,6285305.0
Virginia,2023,6,2023-06-01,32668025.0,325455052.0,0.1,3939701.0
Virginia,2023,7,2023-07-01,32471396.0,293611789.0,0.111,4115218.0
Virginia,2023,8,2023-08-01,32359889.0,319005943.0,0.101,4155221.0
Virginia,2023,9,2023-09-01,54081414.0,520304187.0,0.104,7040532.0
Virginia,2023,10,2023-10-01,63996952.0,571354817.0,0.112,8550197.0
Virginia,2023,11,2023-11-01,43003244.0,638831057.0,0.067,5480552.0
Virginia,2023,12,2023-12-01,63607011.0,633181758.0,0.1,8465776.0
Virginia,2024,1,2024-01-01,74337291.0,652879751.0,0.114,9932122.0
Virginia,2024,2,2024-02-01,50040797.0,545068429.0,0.092,6342927.0
Virginia,2024,3,2024-03-01,47694659.0,635593137.0,0.075,6251083.0
Virginia,2024,4,2024-04-01,60594584.0,563495540.0,0.108,8210372.0
Virginia,2024,5,2024-05-01,59966998.0,505594449.0,0.119,8087375.0
Virginia,2024,6,2024-06-01,45490748.0,415360427.0,0.11,6212254.0
Virginia,2024,7,2024-07-01,44966093.0,377641472.0,0.119,6054606.0
Virginia,2024,8,2024-08-01,40143865.0,416689216.0,0.096,5241930.0
Virginia,2024,9,2024-09-01,71538700.0,622060604.0,0.115,9875140.0
West Virginia,2018,8,2018-08-01,196945.0,305192.0,0.645,19695.0
West Virginia,2018,9,2018-09-01,1967318.0,7333626.0,0.268,196732.0
West Virginia,2018,10,2018-10-01,854974.0,11147951.0,0.077,85497.0
West Virginia,2018,11,2018-11-01,1207363.0,13826231.0,0.087,120736.0
West Virginia,2018,12,2018-12-01,2396963.0,15183234.0,0.158,239696.0
West Virginia,2019,1,2019-01-01,1400944.0,19740035.0,0.071,140094.0
West Virginia,2019,2,2019-02-01,228286.0,16845338.0,0.014,22829.0
West Virginia,2019,3,2019-03-01,1818636.0,15088168.0,0.121,183773.0
West Virginia,2019,4,2019-04-01,699185.0,10978040.0,0.064,69918.0
West Virginia,2019,5,2019-05-01,719098.0,9429073.0,0.076,71910.0
West Virginia,2019,6,2019-06-01,425216.0,7925849.0,0.054,42522.0
West Virginia,2019,7,2019-07-01,694934.0,6944761.0,0.1,69493.0
West Virginia,2019,8,2019-08-01,1536864.0,11563468.0,0.133,153686.0
West Virginia,2019,9,2019-09-01,4119457.0,27508921.0,0.15,411946.0
West Virginia,2019,10,2019-10-01,3197821.0,32833393.0,0.097,319782.0
West Virginia,2019,11,2019-11-01,1884367.0,35268743.0,0.053,188437.0
West Virginia,2019,12,2019-12-01,2709585.0,34159637.0,0.079,270959.0
West Virginia,2020,1,2020-01-01,3035253.0,39140547.0,0.078,303525.0
West Virginia,2020,2,2020-02-01,-397120.0,40914714.0,-0.01,-39712.0
West Virginia,2020,3,2020-03-01,1118217.0,14901577.0,0.075,111822.0
West Virginia,2020,4,2020-04-01,129540.0,2465138.0,0.053,12954.0
West Virginia,2020,5,2020-05-01,576709.0,5466523.0,0.105,57671.0
West Virginia,2020,6,2020-06-01,541070.0,6147910.0,0.088,54107.0
West Virginia,2020,7,2020-07-01,1522249.0,15072228.0,0.101,152225.0
West Virginia,2020,8,2020-08-01,2294328.0,45185356.0,0.051,229433.0
West Virginia,2020,9,2020-09-01,4129595.0,67610819.0,0.061,412960.0
West Virginia,2020,10,2020-10-01,3950324.0,49997860.0,0.079,395032.0
West Virginia,2020,11,2020-11-01,4886566.0,52271787.0,0.093,488657.0
West Virginia,2020,12,2020-12-01,5499992.0,61566896.0,0.089,549999.0
West Virginia,2021,1,2021-01-01,4891256.0,57103775.0,0.086,489126.0
West Virginia,2021,2,2021-02-01,1024272.0,38015260.0,0.027,102427.0
West Virginia,2021,3,2021-03-01,4311297.0,45917290.0,0.094,431130.0
West Virginia,2021,4,2021-04-01,2241951.0,28995033.0,0.077,224195.0
West Virginia,2021,5,2021-05-01,2928370.0,28264642.0,0.104,292837.0
West Virginia,2021,6,2021-06-01,3318278.0,28054400.0,0.118,331828.0
West Virginia,2021,7,2021-07-01,2295743.0,21290275.0,0.108,229574.0
West Virginia,2021,8,2021-08-01,2685271.0,26131251.0,0.103,268527.0
West Virginia,2021,9,2021-09-01,6128575.0,52193627.0,0.117,612858.0
West Virginia,2021,10,2021-10-01,3160579.0,68074615.0,0.046,316058.0
West Virginia,2021,11,2021-11-01,6983136.0,88190136.0,0.079,698314.0
West Virginia,2021,12,2021-12-01,5159229.0,64710557.0,0.08,515923.0
West Virginia,2022,1,2022-01-01,4528101.0,65125042.0,0.07,452810.0
West Virginia,2022,2,2022-02-01,1904490.0,48476816.0,0.039,190449.0
West Virginia,2022,3,2022-03-01,3117541.0,55672438.0,0.056,311754.0
West Virginia,2022,4,2022-04-01,3067780.0,38655331.0,0.079,306778.0
West Virginia,2022,5,2022-05-01,3748227.0,40439679.0,0.093,374823.0
West Virginia,2022,6,2022-06-01,2066930.0,30145409.0,0.069,206693.0
West Virginia,2022,7,2022-07-01,2706044.0,25769135.0,0.105,270604.0
West Virginia,2022,8,2022-08-01,3455974.0,28553358.0,0.121,345597.0
West Virginia,2022,9,2022-09-01,7217919.0,49859709.0,0.145,721792.0
West Virginia,2022,10,2022-10-01,5427011.0,56968266.0,0.095,542701.0
West Virginia,2022,11,2022-11-01,5521747.0,72947153.0,0.076,552175.0
West Virginia,2022,12,2022-12-01,8060617.0,58705514.0,0.137,806062.0
West Virginia,2023,1,2023-01-01,4019360.0,49384637.0,0.081,401936.0
West Virginia,2023,2,2023-02-01,2726640.0,39740983.0,0.069,272664.0
West Virginia,2023,3,2023-03-01,4469377.0,45538667.0,0.098,446938.0
West Virginia,2023,4,2023-04-01,3107176.0,40827987.0,0.076,310718.0
West Virginia,2023,5,2023-05-01,3849531.0,35140816.0,0.11,384953.0
West Virginia,2023,6,2023-06-01,2053727.0,23695286.0,0.087,205373.0
West Virginia,2023,7,2023-07-01,2719702.0,22301062.0,0.122,271970.0
West Virginia,2023,8,2023-08-01,2595871.0,23959192.0,0.108,259587.0
West Virginia,2023,9,2023-09-01,4333428.0,44472879.0,0.097,433343.0
West Virginia,2023,10,2023-10-01,6376269.0,47737777.0,0.134,637627.0
West Virginia,2023,11,2023-11-01,5155090.0,56419080.0,0.091,515509.0
West Virginia,2023,12,2023-12-01,6317472.0,54009052.0,0.117,631747.0
West Virginia,2024,1,2024-01-01,6472412.0,50562352.0,0.128,647241.0
West Virginia,2024,2,2024-02-01,3545481.0,39271363.0,0.09,354548.0
West Virginia,2024,3,2024-03-01,4411150.0,47219129.0,0.093,441115.0
West Virginia,2024,4,2024-04-01,3729072.0,36508941.0,0.102,372907.0
West Virginia,2024,5,2024-05-01,3707617.0,32951615.0,0.113,370762.0
West Virginia,2024,6,2024-06-01,3417618.0,27404227.0,0.125,341762.0
West Virginia,2024,7,2024-07-01,3026553.0,23911409.0,0.127,302655.0
West Virginia,2024,8,2024-08-01,4139945.0,28418980.0,0.146,413994.0
West Virginia,2024,9,2024-09-01,7621383.0,49846374.0,0.153,762138.0
Wyoming,2021,9,2021-09-01,954416.0,6242469.0,0.153,-12398.0
Wyoming,2021,10,2021-10-01,881200.0,10847657.0,0.081,16021.0
Wyoming,2021,11,2021-11-01,1363696.0,10973008.0,0.124,86499.0
Wyoming,2021,12,2021-12-01,813504.0,12285012.0,0.066,21792.0
Wyoming,2022,1,2022-01-01,1098460.0,13977632.0,0.079,46565.0
Wyoming,2022,2,2022-02-01,722631.0,10301603.0,0.07,18824.0
Wyoming,2022,3,2022-03-01,1101236.0,12704938.0,0.087,44806.0
Wyoming,2022,4,2022-04-01,1007796.0,9995920.0,0.101,51187.0
Wyoming,2022,5,2022-05-01,1011714.0,9340833.0,0.108,53163.0
Wyoming,2022,6,2022-06-01,673269.0,7322852.0,0.092,38036.0
Wyoming,2022,7,2022-07-01,680740.0,7246352.0,0.094,38365.0
Wyoming,2022,8,2022-08-01,1237815.0,10990904.0,0.113,85672.0
Wyoming,2022,9,2022-09-01,1932519.0,13575173.0,0.142,115550.0
Wyoming,2022,10,2022-10-01,2039620.0,17275317.0,0.118,115893.0
Wyoming,2022,11,2022-11-01,1478158.0,16702867.0,0.088,100009.0
Wyoming,2022,12,2022-12-01,1803272.0,15087739.0,0.12,135101.0
Wyoming,2023,1,2023-01-01,1587273.0,14339351.0,0.111,94081.0
Wyoming,2023,2,2023-02-01,1106141.0,11591163.0,0.095,54296.0
Wyoming,2023,3,2023-03-01,1837412.0,14777639.0,0.124,130677.0
Wyoming,2023,4,2023-04-01,1264212.0,12623675.0,0.1,82848.0
Wyoming,2023,5,2023-05-01,1306929.0,12778371.0,0.102,81448.0
Wyoming,2023,6,2023-06-01,775389.0,9483450.0,0.082,37705.0
Wyoming,2023,7,2023-07-01,998740.0,8145480.0,0.123,68363.0
Wyoming,2023,8,2023-08-01,1207821.0,10464584.0,0.115,84103.0
Wyoming,2023,9,2023-09-01,1525986.0,19259607.0,0.079,51752.0
Wyoming,2023,10,2023-10-01,2271665.0,21234828.0,0.107,141087.0
Wyoming,2023,11,2023-11-01,1562756.0,18525420.0,0.084,96471.0
Wyoming,2023,12,2023-12-01,1849624.0,19023734.0,0.097,139849.0
Wyoming,2024,1,2024-01-01,2662550.0,20272552.0,0.131,177183.0
Wyoming,2024,2,2024-02-01,1946594.0,15511286.0,0.125,114530.0
Wyoming,2024,3,2024-03-01,1718721.0,17690741.0,0.097,112306.0
Wyoming,2024,4,2024-04-01,1499242.0,15428621.0,0.097,94165.0
Wyoming,2024,5,2024-05-01,1664699.0,12506784.0,0.133,115659.0
Wyoming,2024,6,2024-06-01,1080628.0,10886389.0,0.099,61646.0
Wyoming,2024,7,2024-07-01,1503414.0,9721357.0,0.155,104057.0
Wyoming,2024,8,2024-08-01,1593257.0,12202468.0,0.131,116181.0
Wyoming,2024,9,2024-09-01,2953222.0,22875228.0,0.129,144962.0
Wyoming,2024,10,2024-10-01,1927422.0,24450136.0,0.079,95613.0
